response_id,timestamp,date,channel,page_url,device,csat_score,nps_score,ces_score,verbatim,journey_stage,sentiment,resolved
MED-5475,2026-05-12T10:27:00,2026-05-12,web_intercept,/order/build-your-own,desktop,4,2,5,On my phone the ingredient images overlap the selection buttons. Can't tell what I'm picking.,build,positive,True
MED-5476,2026-05-12T20:21:00,2026-05-12,web_intercept,/rewards/signup,mobile,1,3,7,"The signup form won't accept my email address. No error message, just nothing happens when I click submit.",signup,negative,False
MED-5477,2026-05-12T12:51:00,2026-05-12,email_survey,/order/checkout,mobile,2,0,7,"I filled out my entire address and when it said my zip code was wrong, it cleared EVERYTHING. I had to start over three times before I gave up.",checkout,negative,False
MED-5478,2026-05-13T18:20:00,2026-05-13,post_purchase,/rewards/signup,desktop,3,1,6,My email has a period in it (first.last@email.com) and your form says it's invalid. Come on.,signup,neutral,True
MED-5479,2026-05-13T15:51:00,2026-05-13,web_intercept,/rewards/login,mobile,4,3,4,I can't log in. I've reset my password twice and it still just does nothing when I click login.,login,positive,False
MED-5480,2026-05-13T16:14:00,2026-05-13,email_survey,/order/build-your-own,desktop,3,2,6,Love the build-your-own concept but the UI is broken on mobile. Buttons are hidden behind images.,build,neutral,True
MED-5481,2026-05-13T18:46:00,2026-05-13,email_survey,/catering,mobile,3,9,3,Tried to find your Austin location hours and they were listed differently on the locations page vs Google Maps.,browse,neutral,True
MED-5482,2026-05-13T19:11:00,2026-05-13,post_purchase,/catering,mobile,3,7,2,"Catering quote form worked great, got a response within an hour.",browse,neutral,False
MED-5483,2026-05-13T19:54:00,2026-05-13,web_intercept,/,desktop,4,9,2,The blog content is great! Learned a lot about tequila varieties.,browse,positive,True
MED-5484,2026-05-13T13:12:00,2026-05-13,web_intercept,/locations,mobile,4,7,1,Tried to find your Austin location hours and they were listed differently on the locations page vs Google Maps.,browse,positive,True
MED-5485,2026-05-13T14:15:00,2026-05-13,web_intercept,/rewards/signup,desktop,1,2,5,I tried to sign up with my Gmail address (lisa.m+rewards@gmail.com) and it said invalid email. That IS a valid email!,signup,negative,False
MED-5486,2026-05-13T13:28:00,2026-05-13,web_intercept,/order/checkout,desktop,2,4,6,"I filled out my entire address and when it said my zip code was wrong, it cleared EVERYTHING. I had to start over three times before I gave up.",checkout,negative,False
MED-5487,2026-05-13T18:33:00,2026-05-13,email_survey,/order/build-your-own,mobile,4,4,4,"Built my dream margarita, went to checkout, and the price was completely different from what was shown. Very frustrating.",build,positive,True
MED-5488,2026-05-13T11:54:00,2026-05-13,email_survey,/locations,mobile,4,10,2,Your website loads really fast on desktop. Nice job.,browse,positive,False
MED-5489,2026-05-13T11:36:00,2026-05-13,web_intercept,/order/checkout,mobile,1,2,7,Why does the page jump around so much when I'm trying to enter my credit card? The layout kept shifting and I accidentally clicked the wrong button.,checkout,negative,False
MED-5490,2026-05-13T21:59:00,2026-05-13,post_purchase,/rewards/login,mobile,3,2,7,The login button seems to submit but then nothing changes. Am I logged in? Am I not? Who knows.,login,neutral,False
MED-5491,2026-05-14T17:57:00,2026-05-14,web_intercept,/rewards/login,mobile,3,2,7,Tried logging into my rewards account to check my points. The page just refreshes with no feedback.,login,neutral,False
MED-5492,2026-05-14T14:14:00,2026-05-14,app_feedback,/rewards/signup,mobile,1,4,6,Tried three different email addresses to sign up for rewards. None of them worked. What email format do you want??,signup,negative,False
MED-5493,2026-05-14T19:38:00,2026-05-14,post_purchase,/rewards/signup,mobile,3,1,5,Wanted the 10% off first order through rewards but can't even sign up. Email validation is too strict.,signup,neutral,True
MED-5494,2026-05-14T18:29:00,2026-05-14,web_intercept,/rewards/signup,desktop,2,3,7,Tried three different email addresses to sign up for rewards. None of them worked. What email format do you want??,signup,negative,False
MED-5495,2026-05-14T22:54:00,2026-05-14,post_purchase,/,desktop,3,6,2,The blog content is great! Learned a lot about tequila varieties.,browse,neutral,True
MED-5496,2026-05-14T13:24:00,2026-05-14,web_intercept,/,mobile,5,10,1,"Catering quote form worked great, got a response within an hour.",browse,positive,True
MED-5497,2026-05-14T20:11:00,2026-05-14,web_intercept,/order/checkout,mobile,2,4,6,Spent 10 minutes trying to complete an order. Address keeps clearing. I'm done.,checkout,negative,False
MED-5498,2026-05-14T21:32:00,2026-05-14,web_intercept,/recipes,desktop,5,9,1,Tried to find your Austin location hours and they were listed differently on the locations page vs Google Maps.,browse,positive,True
MED-5499,2026-05-14T14:57:00,2026-05-14,post_purchase,/order/checkout,mobile,2,1,6,My card got charged but the page showed an error and cleared everything. Now I don't know if my order went through.,checkout,negative,False
MED-5500,2026-05-14T15:44:00,2026-05-14,email_survey,/rewards/signup,mobile,2,2,5,Tried three different email addresses to sign up for rewards. None of them worked. What email format do you want??,signup,negative,False
MED-5501,2026-05-14T15:45:00,2026-05-14,email_survey,/rewards/login,mobile,2,4,5,Tried logging into my rewards account to check my points. The page just refreshes with no feedback.,login,negative,False
MED-5502,2026-05-14T08:18:00,2026-05-14,email_survey,/rewards/login,desktop,2,4,5,"Login doesn't work. No error message, no 'wrong password' message, just... nothing. The button grays out and that's it.",login,negative,True
MED-5503,2026-05-14T08:18:00,2026-05-14,email_survey,/rewards/signup,desktop,2,2,6,My email has a period in it (first.last@email.com) and your form says it's invalid. Come on.,signup,negative,False
MED-5504,2026-05-14T20:03:00,2026-05-14,web_intercept,/,mobile,4,10,3,Love the menu selection. The spicy mango is incredible.,browse,positive,True
MED-5505,2026-05-14T17:24:00,2026-05-14,web_intercept,/recipes,desktop,3,9,3,Really enjoy the recipes section. Made the classic lime at home!,browse,neutral,True
MED-5506,2026-05-14T16:11:00,2026-05-14,post_purchase,/order/checkout,mobile,3,0,6,The checkout page took forever to load and then my form data disappeared when I hit submit. Just let me buy my margarita kit!,checkout,neutral,True
MED-5507,2026-05-14T21:50:00,2026-05-14,web_intercept,/order/build-your-own,mobile,4,2,6,"Built my dream margarita, went to checkout, and the price was completely different from what was shown. Very frustrating.",build,positive,True
MED-5508,2026-05-14T11:54:00,2026-05-14,web_intercept,/recipes,desktop,5,10,3,"Great margaritas, website could use some work though.",browse,positive,False
MED-5509,2026-05-14T20:54:00,2026-05-14,email_survey,/rewards/signup,mobile,1,1,5,"Signup form is broken. Used my normal email, clicked submit, nothing happened. No error, no confirmation, nothing.",signup,negative,False
MED-5510,2026-05-14T22:38:00,2026-05-14,web_intercept,/rewards/login,mobile,3,3,4,I can't log in. I've reset my password twice and it still just does nothing when I click login.,login,neutral,True
MED-5511,2026-05-15T22:37:00,2026-05-15,web_intercept,/order/build-your-own,desktop,4,4,5,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,positive,False
MED-5512,2026-05-15T10:09:00,2026-05-15,email_survey,/,mobile,3,8,1,Tried to find your Austin location hours and they were listed differently on the locations page vs Google Maps.,browse,neutral,True
MED-5513,2026-05-15T21:04:00,2026-05-15,web_intercept,/order/build-your-own,mobile,4,5,4,"Built my dream margarita, went to checkout, and the price was completely different from what was shown. Very frustrating.",build,positive,True
MED-5514,2026-05-15T14:42:00,2026-05-15,post_purchase,/,mobile,5,8,2,The party packs are an amazing deal. Ordered for my office happy hour.,browse,positive,True
MED-5515,2026-05-15T09:03:00,2026-05-15,app_feedback,/order/build-your-own,desktop,2,4,5,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,negative,False
MED-5516,2026-05-15T09:03:00,2026-05-15,web_intercept,/order/build-your-own,mobile,3,5,4,Price calculator seems broken - shows $0 no matter what I add. Had to call to find out the real price.,build,neutral,True
MED-5517,2026-05-15T18:15:00,2026-05-15,post_purchase,/rewards/signup,mobile,2,1,7,My email has a period in it (first.last@email.com) and your form says it's invalid. Come on.,signup,negative,False
MED-5518,2026-05-15T21:06:00,2026-05-15,post_purchase,/order/build-your-own,mobile,4,2,5,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,positive,True
MED-5519,2026-05-15T13:31:00,2026-05-15,email_survey,/order/build-your-own,mobile,4,3,4,Love the build-your-own concept but the UI is broken on mobile. Buttons are hidden behind images.,build,positive,True
MED-5520,2026-05-15T18:22:00,2026-05-15,web_intercept,/order/checkout,desktop,1,2,6,Checkout on mobile is unusable. Everything shifts around and the form fields jump.,checkout,negative,False
MED-5521,2026-05-15T17:58:00,2026-05-15,email_survey,/order/checkout,mobile,1,4,7,My card got charged but the page showed an error and cleared everything. Now I don't know if my order went through.,checkout,negative,False
MED-5522,2026-05-15T21:20:00,2026-05-15,post_purchase,/locations,mobile,4,9,1,Would love to see nutritional info on the menu pages.,browse,positive,True
MED-5523,2026-05-15T19:59:00,2026-05-15,email_survey,/order/build-your-own,desktop,4,5,6,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,positive,False
MED-5524,2026-05-15T22:35:00,2026-05-15,web_intercept,/order/checkout,desktop,2,3,7,"I filled out my entire address and when it said my zip code was wrong, it cleared EVERYTHING. I had to start over three times before I gave up.",checkout,negative,False
MED-5525,2026-05-15T14:15:00,2026-05-15,app_feedback,/catering,mobile,5,7,2,Your website loads really fast on desktop. Nice job.,browse,positive,True
MED-5526,2026-05-15T19:01:00,2026-05-15,email_survey,/blog,desktop,4,7,1,Really enjoy the recipes section. Made the classic lime at home!,browse,positive,True
MED-5527,2026-05-15T22:00:00,2026-05-15,post_purchase,/recipes,mobile,4,9,1,Tried to find your Austin location hours and they were listed differently on the locations page vs Google Maps.,browse,positive,True
MED-5528,2026-05-15T13:02:00,2026-05-15,app_feedback,/rewards/login,mobile,2,3,6,The login button seems to submit but then nothing changes. Am I logged in? Am I not? Who knows.,login,negative,True
MED-5529,2026-05-15T20:14:00,2026-05-15,web_intercept,/order/checkout,desktop,2,2,6,The checkout page took forever to load and then my form data disappeared when I hit submit. Just let me buy my margarita kit!,checkout,negative,False
MED-5530,2026-05-15T10:18:00,2026-05-15,web_intercept,/rewards/login,desktop,3,5,5,I can't log in. I've reset my password twice and it still just does nothing when I click login.,login,neutral,True
MED-5531,2026-05-15T08:38:00,2026-05-15,post_purchase,/blog,mobile,5,8,3,"Great margaritas, website could use some work though.",browse,positive,False
MED-5532,2026-05-15T11:35:00,2026-05-15,web_intercept,/order/build-your-own,desktop,2,3,5,The ingredient selector is really cool in concept but the price doesn't update when you add things. I had no idea what I was going to pay.,build,negative,False
MED-5533,2026-05-15T16:16:00,2026-05-15,web_intercept,/order/build-your-own,desktop,4,5,5,On my phone the ingredient images overlap the selection buttons. Can't tell what I'm picking.,build,positive,True
